Exercise,Set,Rep,Weight,Metric,Set RPE,Tags,Workout Start Time,Rest Time,Concentric Avg Velocity (m/s),Concentric Range of Motion (mm),Concentric Peak Velocity (m/s),Concentric Peak Velocity Location (%),Concentric Duration of rep (sec),Concentric Force,Concentric Force Loc,Concentric Power,Concentric Power Loc,Concentric Work,Concentric Work Loc,Eccentric Avg Velocity (m/s),Eccentric Range of Motion (mm),Eccentric Peak Velocity (m/s),Eccentric Peak Velocity Location (%),Eccentric Duration of rep (sec),Eccentric Force,Eccentric Force Loc,Eccentric Power,Eccentric Power Loc,Eccentric Work,Eccentric Work Loc,
"squat",1,1,"70","kgs","","warmup","14/03/2024, 16:18:37","00:00:00",0.78,605,1.27,419,0.78,,,,,,,,,,,,,,,,,,
"squat",1,2,"70","kgs","","warmup","14/03/2024, 16:18:37","00:00:00",0.74,632,1.19,406,0.848,,,,,,,,,,,,,,,,,,
"squat",1,3,"70","kgs","","warmup","14/03/2024, 16:18:37","00:00:00",0.74,642,1.17,462,0.865,,,,,,,,,,,,,,,,,,
"squat",2,1,"120","kgs","","warmup","14/03/2024, 16:18:37","00:02:29.0",0.61,622,0.95,436,1.017,,,,,,,,,,,,,,,,,,
"squat",3,1,"150","kgs","< 5.5","primer","14/03/2024, 16:18:37","00:03:15.5",0.63,636,0.88,468,1.005,,,,,,,,,,,,,,,,,,
"squat",4,1,"140","kgs","< 5.5","backdown","14/03/2024, 16:18:37","00:02:05.2",0.66,623,0.97,464,0.948,,,,,,,,,,,,,,,,,,
"squat",4,2,"140","kgs","< 5.5","backdown","14/03/2024, 16:18:37","00:02:05.2",0.64,630,0.93,487,0.987,,,,,,,,,,,,,,,,,,
"squat",4,3,"140","kgs","< 5.5","backdown","14/03/2024, 16:18:37","00:02:05.2",0.63,647,0.90,494,1.024,,,,,,,,,,,,,,,,,,
"bench",1,1,"110","kgs","< 5.5","tertiary","14/03/2024, 16:18:37","00:17:31.1",0.30,216,0.49,161,0.714,,,,,,,,,,,,,,,,,,
"bench",1,2,"110","kgs","< 5.5","tertiary","14/03/2024, 16:18:37","00:17:31.1",0.30,216,0.51,146,0.708,,,,,,,,,,,,,,,,,,
"bench",1,3,"110","kgs","< 5.5","tertiary","14/03/2024, 16:18:37","00:17:31.1",0.28,200,0.49,135,0.717,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","14/03/2024, 16:18:37","00:01:43.5",0.33,220,0.56,150,0.67,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","14/03/2024, 16:18:37","00:01:43.5",0.32,225,0.51,166,0.703,,,,,,,,,,,,,,,,,,
null,1,3,null,"kgs","","","14/03/2024, 16:18:37","00:01:43.5",0.30,216,0.53,157,0.716,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","16/03/2024, 14:59:40","00:00:00",1.03,834,1.54,317,0.809,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","16/03/2024, 14:59:40","00:00:00",0.18,212,0.34,55,1.158,,,,,,,,,,,,,,,,,,
"squat",1,1,"70","kgs","","warmup,primary","16/03/2024, 14:59:40","00:00:46.1",0.75,600,1.21,440,0.804,,,,,,,,,,,,,,,,,,
"squat",1,2,"70","kgs","","warmup,primary","16/03/2024, 14:59:40","00:00:46.1",0.76,619,1.14,435,0.815,,,,,,,,,,,,,,,,,,
"squat",1,3,"70","kgs","","warmup,primary","16/03/2024, 14:59:40","00:00:46.1",0.74,633,1.06,404,0.853,,,,,,,,,,,,,,,,,,
"squat",2,1,"120","kgs","","warmup,primary","16/03/2024, 14:59:40","00:02:20.7",0.66,614,0.98,442,0.935,,,,,,,,,,,,,,,,,,
"squat",2,2,"120","kgs","","warmup,primary","16/03/2024, 14:59:40","00:02:20.7",0.62,620,0.90,448,0.998,,,,,,,,,,,,,,,,,,
"squat",2,3,"120","kgs","","warmup,primary","16/03/2024, 14:59:40","00:02:20.7",0.67,629,0.91,441,0.937,,,,,,,,,,,,,,,,,,
"squat",3,1,"170","kgs","","primary,lwu","16/03/2024, 14:59:40","00:02:58.6",0.52,617,0.79,487,1.179,,,,,,,,,,,,,,,,,,
"squat",4,1,"200","kgs","< 5.5","primary,topset","16/03/2024, 14:59:40","00:03:49.8",0.42,638,0.61,542,1.527,,,,,,,,,,,,,,,,,,
"squat",5,1,"155","kgs","< 5.5","backdown,primary","16/03/2024, 14:59:40","00:04:27.0",0.57,611,0.87,473,1.077,,,,,,,,,,,,,,,,,,
"squat",5,2,"155","kgs","< 5.5","backdown,primary","16/03/2024, 14:59:40","00:04:27.0",0.55,615,0.84,482,1.11,,,,,,,,,,,,,,,,,,
"squat",5,3,"155","kgs","< 5.5","backdown,primary","16/03/2024, 14:59:40","00:04:27.0",0.52,623,0.72,500,1.191,,,,,,,,,,,,,,,,,,
"squat",6,1,"150","kgs","< 5.5","primary,backdown","16/03/2024, 14:59:40","00:02:55.6",0.56,597,0.76,448,1.065,,,,,,,,,,,,,,,,,,
"squat",6,2,"150","kgs","< 5.5","primary,backdown","16/03/2024, 14:59:40","00:02:55.6",0.55,627,0.77,495,1.15,,,,,,,,,,,,,,,,,,
"squat",6,3,"150","kgs","< 5.5","primary,backdown","16/03/2024, 14:59:40","00:02:55.6",0.53,628,0.71,482,1.176,,,,,,,,,,,,,,,,,,
"squat",6,4,"150","kgs","< 5.5","primary,backdown","16/03/2024, 14:59:40","00:02:55.6",0.52,631,0.68,511,1.208,,,,,,,,,,,,,,,,,,
"bench",1,1,"120","kgs","","warmup,primary","16/03/2024, 14:59:40","00:13:54.5",0.29,247,0.43,183,0.85,,,,,,,,,,,,,,,,,,
"bench",1,2,"120","kgs","","warmup,primary","16/03/2024, 14:59:40","00:13:54.5",0.32,257,0.44,180,0.813,,,,,,,,,,,,,,,,,,
"bench",1,3,"120","kgs","","warmup,primary","16/03/2024, 14:59:40","00:13:54.5",0.28,236,0.46,179,0.836,,,,,,,,,,,,,,,,,,
"bench",2,1,"140","kgs","7","warmup,primary","16/03/2024, 14:59:40","00:02:42.5",0.17,319,0.34,175,1.929,,,,,,,,,,,,,,,,,,
"bench",3,1,"152.5","kgs","8","primary,topset","16/03/2024, 14:59:40","00:03:07.6",0.14,289,0.24,168,2.133,,,,,,,,,,,,,,,,,,
"bench",4,1,"120","kgs","< 5.5","primary,backdown","16/03/2024, 14:59:40","00:03:41.9",0.25,238,0.37,188,0.955,,,,,,,,,,,,,,,,,,
"bench",4,2,"120","kgs","< 5.5","primary,backdown","16/03/2024, 14:59:40","00:03:41.9",0.30,245,0.49,168,0.808,,,,,,,,,,,,,,,,,,
"bench",4,3,"120","kgs","< 5.5","primary,backdown","16/03/2024, 14:59:40","00:03:41.9",0.28,228,0.41,107,0.817,,,,,,,,,,,,,,,,,,
"bench",4,4,"120","kgs","< 5.5","primary,backdown","16/03/2024, 14:59:40","00:03:41.9",0.16,292,0.38,131,1.826,,,,,,,,,,,,,,,,,,
"bench",5,1,"120","kgs","< 5.5","primary,backdown","16/03/2024, 14:59:40","00:02:48.0",0.25,220,0.43,124,0.876,,,,,,,,,,,,,,,,,,
"bench",5,2,"120","kgs","< 5.5","primary,backdown","16/03/2024, 14:59:40","00:02:48.0",0.26,207,0.43,132,0.804,,,,,,,,,,,,,,,,,,
"bench",5,3,"120","kgs","< 5.5","primary,backdown","16/03/2024, 14:59:40","00:02:48.0",0.28,212,0.40,128,0.769,,,,,,,,,,,,,,,,,,
"bench",5,4,"120","kgs","< 5.5","primary,backdown","16/03/2024, 14:59:40","00:02:48.0",0.30,220,0.46,135,0.742,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","16/03/2024, 14:59:40","00:01:31.2",0.24,285,0.52,86,1.165,,,,,,,,,,,,,,,,,,
"bench",1,1,"120","kgs","< 5.5","primary,backdown,last set","16/03/2024, 14:59:40","00:02:08.0",0.23,216,0.45,147,0.942,,,,,,,,,,,,,,,,,,
"bench",1,2,"120","kgs","< 5.5","primary,backdown,last set","16/03/2024, 14:59:40","00:02:08.0",0.32,230,0.51,147,0.729,,,,,,,,,,,,,,,,,,
"bench",1,3,"120","kgs","< 5.5","primary,backdown,last set","16/03/2024, 14:59:40","00:02:08.0",0.28,243,0.50,148,0.86,,,,,,,,,,,,,,,,,,
"bench",1,4,"120","kgs","< 5.5","primary,backdown,last set","16/03/2024, 14:59:40","00:02:08.0",0.29,206,0.44,137,0.718,,,,,,,,,,,,,,,,,,
"deadlift",1,1,"170","kgs","","primary,warmup","16/03/2024, 14:59:40","00:09:01.4",0.24,386,0.70,275,1.581,,,,,,,,,,,,,,,,,,
"deadlift",1,2,"170","kgs","","primary,warmup","16/03/2024, 14:59:40","00:09:01.4",0.32,365,0.77,275,1.145,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","16/03/2024, 14:59:40","00:10:38.7",0.18,402,0.46,218,2.27,,,,,,,,,,,,,,,,,,
"deadlift",1,1,"210","kgs","< 5.5","primary,backdown","16/03/2024, 14:59:40","00:07:48.6",0.24,384,0.61,259,1.616,,,,,,,,,,,,,,,,,,
"deadlift",1,2,"210","kgs","< 5.5","primary,backdown","16/03/2024, 14:59:40","00:07:48.6",0.21,385,0.65,262,1.786,,,,,,,,,,,,,,,,,,
"deadlift",1,3,"210","kgs","< 5.5","primary,backdown","16/03/2024, 14:59:40","00:07:48.6",0.20,390,0.62,269,1.952,,,,,,,,,,,,,,,,,,
"deadlift",2,1,"200","kgs","< 5.5","primary,backdown","16/03/2024, 14:59:40","00:05:24.2",0.23,380,0.62,248,1.668,,,,,,,,,,,,,,,,,,
"deadlift",2,2,"200","kgs","< 5.5","primary,backdown","16/03/2024, 14:59:40","00:05:24.2",0.23,393,0.70,260,1.71,,,,,,,,,,,,,,,,,,
"deadlift",2,3,"200","kgs","< 5.5","primary,backdown","16/03/2024, 14:59:40","00:05:24.2",0.24,390,0.63,235,1.643,,,,,,,,,,,,,,,,,,
"deadlift",2,4,"200","kgs","< 5.5","primary,backdown","16/03/2024, 14:59:40","00:05:24.2",0.21,396,0.60,231,1.881,,,,,,,,,,,,,,,,,,
"deadlift",3,1,"200","kgs","","primary,backdown","16/03/2024, 14:59:40","00:03:59.9",0.23,379,0.59,236,1.668,,,,,,,,,,,,,,,,,,
"deadlift",3,2,"200","kgs","","primary,backdown","16/03/2024, 14:59:40","00:03:59.9",0.24,384,0.62,218,1.59,,,,,,,,,,,,,,,,,,
"deadlift",3,3,"200","kgs","","primary,backdown","16/03/2024, 14:59:40","00:03:59.9",0.23,397,0.61,232,1.729,,,,,,,,,,,,,,,,,,
"deadlift",3,4,"200","kgs","","primary,backdown","16/03/2024, 14:59:40","00:03:59.9",2.45,176,4.30,27,0.072,,,,,,,,,,,,,,,,,,
"deadlift",3,5,"200","kgs","","primary,backdown","16/03/2024, 14:59:40","00:03:59.9",0.20,418,0.58,252,2.12,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","18/03/2024, 17:42:26","00:00:00",0.76,643,1.28,436,0.844,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","18/03/2024, 17:42:26","00:00:00",0.79,683,1.22,455,0.868,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","18/03/2024, 17:42:26","00:02:27.7",0.66,616,1.04,450,0.929,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","18/03/2024, 17:42:26","00:02:27.7",0.64,603,0.94,440,0.944,,,,,,,,,,,,,,,,,,
null,1,3,null,"kgs","","","18/03/2024, 17:42:26","00:02:27.7",0.62,630,0.93,453,1.013,,,,,,,,,,,,,,,,,,
"squat (pause)",1,1,"160","kgs","6.5","secondary,topset","18/03/2024, 17:42:26","00:03:01.0",0.53,625,0.82,502,1.179,,,,,,,,,,,,,,,,,,
"squat (pause)",1,2,"160","kgs","6.5","secondary,topset","18/03/2024, 17:42:26","00:03:01.0",0.48,618,0.76,509,1.291,,,,,,,,,,,,,,,,,,
"squat",1,1,"150","kgs","6","backdown,secondary","18/03/2024, 17:42:26","00:03:38.5",0.61,637,0.92,497,1.05,,,,,,,,,,,,,,,,,,
"squat",1,2,"150","kgs","6","backdown,secondary","18/03/2024, 17:42:26","00:03:38.5",0.60,629,0.91,496,1.042,,,,,,,,,,,,,,,,,,
"squat",1,3,"150","kgs","6","backdown,secondary","18/03/2024, 17:42:26","00:03:38.5",0.59,645,0.88,522,1.093,,,,,,,,,,,,,,,,,,
"squat",1,4,"150","kgs","6","backdown,secondary","18/03/2024, 17:42:26","00:03:38.5",0.60,666,0.88,533,1.106,,,,,,,,,,,,,,,,,,
"squat",1,5,"150","kgs","6","backdown,secondary","18/03/2024, 17:42:26","00:03:38.5",0.56,650,0.80,533,1.153,,,,,,,,,,,,,,,,,,
"squat",1,6,"150","kgs","6","backdown,secondary","18/03/2024, 17:42:26","00:03:38.5",0.57,667,0.82,553,1.162,,,,,,,,,,,,,,,,,,
"squat",2,1,"140","kgs","6.5","backdown,secondary","18/03/2024, 17:42:26","00:02:58.4",0.58,606,0.85,461,1.047,,,,,,,,,,,,,,,,,,
"squat",2,2,"140","kgs","6.5","backdown,secondary","18/03/2024, 17:42:26","00:02:58.4",0.55,612,0.75,473,1.123,,,,,,,,,,,,,,,,,,
"squat",2,3,"140","kgs","6.5","backdown,secondary","18/03/2024, 17:42:26","00:02:58.4",0.58,631,0.80,505,1.093,,,,,,,,,,,,,,,,,,
"squat",2,4,"140","kgs","6.5","backdown,secondary","18/03/2024, 17:42:26","00:02:58.4",0.57,643,0.78,524,1.134,,,,,,,,,,,,,,,,,,
"squat",2,5,"140","kgs","6.5","backdown,secondary","18/03/2024, 17:42:26","00:02:58.4",0.52,632,0.76,516,1.207,,,,,,,,,,,,,,,,,,
"squat",2,6,"140","kgs","6.5","backdown,secondary","18/03/2024, 17:42:26","00:02:58.4",0.56,670,0.78,537,1.19,,,,,,,,,,,,,,,,,,
"bench",1,1,"127.5","kgs","6.5","backdown,secondary","18/03/2024, 17:42:26","00:20:34.9",0.23,223,0.41,165,0.963,,,,,,,,,,,,,,,,,,
"bench",1,2,"127.5","kgs","6.5","backdown,secondary","18/03/2024, 17:42:26","00:20:34.9",0.26,243,0.40,183,0.923,,,,,,,,,,,,,,,,,,
"bench",1,3,"127.5","kgs","6.5","backdown,secondary","18/03/2024, 17:42:26","00:20:34.9",0.27,252,0.39,204,0.948,,,,,,,,,,,,,,,,,,
"bench",1,4,"127.5","kgs","6.5","backdown,secondary","18/03/2024, 17:42:26","00:20:34.9",0.23,220,0.33,135,0.948,,,,,,,,,,,,,,,,,,
"bench",1,5,"127.5","kgs","6.5","backdown,secondary","18/03/2024, 17:42:26","00:20:34.9",0.23,237,0.33,98,1.04,,,,,,,,,,,,,,,,,,
"bench",2,1,"127.5","kgs","7.5","backdown,primary","18/03/2024, 17:42:26","00:03:19.1",0.24,243,0.41,184,1.024,,,,,,,,,,,,,,,,,,
"bench",2,2,"127.5","kgs","7.5","backdown,primary","18/03/2024, 17:42:26","00:03:19.1",0.26,234,0.38,177,0.899,,,,,,,,,,,,,,,,,,
"bench",2,3,"127.5","kgs","7.5","backdown,primary","18/03/2024, 17:42:26","00:03:19.1",0.25,229,0.37,173,0.916,,,,,,,,,,,,,,,,,,
"bench",2,4,"127.5","kgs","7.5","backdown,primary","18/03/2024, 17:42:26","00:03:19.1",0.23,230,0.34,174,0.978,,,,,,,,,,,,,,,,,,
"bench",2,5,"127.5","kgs","7.5","backdown,primary","18/03/2024, 17:42:26","00:03:19.1",0.21,222,0.31,97,1.07,,,,,,,,,,,,,,,,,,
"bench",1,1,"115","kgs","6","tertiary,topset","19/03/2024, 14:20:12","00:00:00",0.28,205,0.46,127,0.718,,,,,,,,,,,,,,,,,,
"bench",1,2,"115","kgs","6","tertiary,topset","19/03/2024, 14:20:12","00:00:00",0.26,202,0.42,132,0.79,,,,,,,,,,,,,,,,,,
"bench",1,3,"115","kgs","6","tertiary,topset","19/03/2024, 14:20:12","00:00:00",0.19,227,0.38,110,1.207,,,,,,,,,,,,,,,,,,
"bench",1,4,"115","kgs","6","tertiary,topset","19/03/2024, 14:20:12","00:00:00",0.22,180,0.34,96,0.809,,,,,,,,,,,,,,,,,,
"bench",2,1,"115","kgs","6.5","tertiary,topset","19/03/2024, 14:20:12","00:05:01.9",0.30,209,0.47,121,0.695,,,,,,,,,,,,,,,,,,
"bench",2,2,"115","kgs","6.5","tertiary,topset","19/03/2024, 14:20:12","00:05:01.9",0.29,201,0.43,125,0.703,,,,,,,,,,,,,,,,,,
"bench",2,3,"115","kgs","6.5","tertiary,topset","19/03/2024, 14:20:12","00:05:01.9",0.25,197,0.42,99,0.8,,,,,,,,,,,,,,,,,,
"bench",2,4,"115","kgs","6.5","tertiary,topset","19/03/2024, 14:20:12","00:05:01.9",0.26,206,0.42,120,0.789,,,,,,,,,,,,,,,,,,
"bench",3,1,"115","kgs","8","tertiary,topset","19/03/2024, 14:20:12","00:06:36.9",0.26,188,0.39,103,0.718,,,,,,,,,,,,,,,,,,
"bench",3,2,"115","kgs","8","tertiary,topset","19/03/2024, 14:20:12","00:06:36.9",0.27,219,0.43,117,0.811,,,,,,,,,,,,,,,,,,
"bench",3,3,"115","kgs","8","tertiary,topset","19/03/2024, 14:20:12","00:06:36.9",0.16,216,0.37,95,1.373,,,,,,,,,,,,,,,,,,
"bench",3,4,"115","kgs","8","tertiary,topset","19/03/2024, 14:20:12","00:06:36.9",0.19,189,0.34,91,1.016,,,,,,,,,,,,,,,,,,
"deadlift",1,1,"170","kgs","","warmup,secondary","19/03/2024, 14:20:12","00:10:02.7",0.25,405,0.67,229,1.621,,,,,,,,,,,,,,,,,,
"deadlift",1,2,"170","kgs","","warmup,secondary","19/03/2024, 14:20:12","00:10:02.7",0.30,384,0.80,243,1.298,,,,,,,,,,,,,,,,,,
"deadlift",2,1,"207.5","kgs","6","secondary,backdown","19/03/2024, 14:20:12","00:09:35.1",0.24,401,0.71,262,1.672,,,,,,,,,,,,,,,,,,
"deadlift",2,2,"207.5","kgs","6","secondary,backdown","19/03/2024, 14:20:12","00:09:35.1",0.24,380,0.67,252,1.566,,,,,,,,,,,,,,,,,,
"deadlift",2,3,"207.5","kgs","6","secondary,backdown","19/03/2024, 14:20:12","00:09:35.1",0.26,381,0.70,257,1.489,,,,,,,,,,,,,,,,,,
"deadlift",2,4,"207.5","kgs","6","secondary,backdown","19/03/2024, 14:20:12","00:09:35.1",0.25,381,0.65,255,1.505,,,,,,,,,,,,,,,,,,
"deadlift",2,5,"207.5","kgs","6","secondary,backdown","19/03/2024, 14:20:12","00:09:35.1",0.26,387,0.72,253,1.517,,,,,,,,,,,,,,,,,,
"deadlift",2,6,"207.5","kgs","6","secondary,backdown","19/03/2024, 14:20:12","00:09:35.1",0.26,385,0.72,256,1.482,,,,,,,,,,,,,,,,,,
"deadlift",2,7,"207.5","kgs","6","secondary,backdown","19/03/2024, 14:20:12","00:09:35.1",0.23,385,0.70,257,1.706,,,,,,,,,,,,,,,,,,
"deadlift",3,1,"190","kgs","< 5.5","secondary,backdown","19/03/2024, 14:20:12","00:04:42.5",0.25,385,0.67,256,1.522,,,,,,,,,,,,,,,,,,
"deadlift",3,2,"190","kgs","< 5.5","secondary,backdown","19/03/2024, 14:20:12","00:04:42.5",0.27,366,0.69,259,1.364,,,,,,,,,,,,,,,,,,
"deadlift",3,3,"190","kgs","< 5.5","secondary,backdown","19/03/2024, 14:20:12","00:04:42.5",0.28,364,0.71,248,1.299,,,,,,,,,,,,,,,,,,
"deadlift",3,4,"190","kgs","< 5.5","secondary,backdown","19/03/2024, 14:20:12","00:04:42.5",0.25,367,0.68,250,1.455,,,,,,,,,,,,,,,,,,
"deadlift",3,5,"190","kgs","< 5.5","secondary,backdown","19/03/2024, 14:20:12","00:04:42.5",0.26,363,0.69,255,1.38,,,,,,,,,,,,,,,,,,
"deadlift",3,6,"190","kgs","< 5.5","secondary,backdown","19/03/2024, 14:20:12","00:04:42.5",0.27,372,0.75,243,1.394,,,,,,,,,,,,,,,,,,
"squat",1,1,"120","kgs","","lwu,tertiary","21/03/2024, 16:23:12","00:00:00",0.64,588,0.99,413,0.921,,,,,,,,,,,,,,,,,,
"squat",1,2,"120","kgs","","lwu,tertiary","21/03/2024, 16:23:12","00:00:00",0.66,640,1.00,467,0.966,,,,,,,,,,,,,,,,,,
"squat",2,1,"160","kgs","6","tertiary,topset","21/03/2024, 16:23:12","00:02:06.3",0.58,628,0.91,482,1.076,,,,,,,,,,,,,,,,,,
"squat",3,1,"145","kgs","< 5.5","tertiary,backdown","21/03/2024, 16:23:12","00:01:52.6",0.59,602,0.93,462,1.021,,,,,,,,,,,,,,,,,,
"squat",3,2,"145","kgs","< 5.5","tertiary,backdown","21/03/2024, 16:23:12","00:01:52.6",0.60,629,0.92,501,1.044,,,,,,,,,,,,,,,,,,
"squat",3,3,"145","kgs","< 5.5","tertiary,backdown","21/03/2024, 16:23:12","00:01:52.6",0.59,650,0.85,499,1.092,,,,,,,,,,,,,,,,,,
"squat",4,1,"145","kgs","< 5.5","tertiary,backdown","21/03/2024, 16:23:12","00:03:16.3",0.59,588,0.92,452,0.994,,,,,,,,,,,,,,,,,,
"squat",4,2,"145","kgs","< 5.5","tertiary,backdown","21/03/2024, 16:23:12","00:03:16.3",0.59,634,0.93,507,1.07,,,,,,,,,,,,,,,,,,
"squat",4,3,"145","kgs","< 5.5","tertiary,backdown","21/03/2024, 16:23:12","00:03:16.3",0.61,661,0.86,528,1.079,,,,,,,,,,,,,,,,,,
"bench",1,1,"115","kgs","","topset,primer","21/03/2024, 16:23:12","00:07:56.5",0.30,184,0.49,122,0.622,,,,,,,,,,,,,,,,,,
"bench",1,2,"115","kgs","","topset,primer","21/03/2024, 16:23:12","00:07:56.5",0.31,187,0.51,122,0.606,,,,,,,,,,,,,,,,,,
"bench",1,3,"115","kgs","","topset,primer","21/03/2024, 16:23:12","00:07:56.5",0.31,195,0.53,113,0.622,,,,,,,,,,,,,,,,,,
"bench",1,4,"115","kgs","","topset,primer","21/03/2024, 16:23:12","00:07:56.5",0.32,186,0.53,124,0.579,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","23/03/2024, 15:09:10","00:00:00",0.78,1030,1.32,542,1.33,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","23/03/2024, 15:09:10","00:00:00",0.66,600,1.02,443,0.913,,,,,,,,,,,,,,,,,,
null,1,3,null,"kgs","","","23/03/2024, 15:09:10","00:00:00",0.71,651,1.01,473,0.915,,,,,,,,,,,,,,,,,,
"squat",1,1,"170","kgs","","primary,warmup","23/03/2024, 15:09:10","00:02:01.9",0.55,605,0.83,487,1.099,,,,,,,,,,,,,,,,,,
"squat",2,1,"200","kgs","6","lwu,primary","23/03/2024, 15:09:10","00:02:19.7",0.46,637,0.76,526,1.373,,,,,,,,,,,,,,,,,,
"squat",3,1,"215","kgs","6.5","primary,topset","23/03/2024, 15:09:10","00:06:35.5",0.38,620,0.76,515,1.625,,,,,,,,,,,,,,,,,,
"squat",4,1,"165","kgs","< 5.5","primary,backdown","23/03/2024, 15:09:10","00:08:28.3",0.55,597,0.86,464,1.082,,,,,,,,,,,,,,,,,,
"squat",4,2,"165","kgs","< 5.5","primary,backdown","23/03/2024, 15:09:10","00:08:28.3",0.56,645,0.90,520,1.15,,,,,,,,,,,,,,,,,,
"squat",4,3,"165","kgs","< 5.5","primary,backdown","23/03/2024, 15:09:10","00:08:28.3",0.58,660,0.92,535,1.142,,,,,,,,,,,,,,,,,,
"squat",5,1,"150","kgs","< 5.5","primary,backdown","23/03/2024, 15:09:10","00:04:23.1",0.55,617,0.87,501,1.121,,,,,,,,,,,,,,,,,,
"squat",5,2,"150","kgs","< 5.5","primary,backdown","23/03/2024, 15:09:10","00:04:23.1",0.58,638,0.88,495,1.104,,,,,,,,,,,,,,,,,,
"squat",5,3,"150","kgs","< 5.5","primary,backdown","23/03/2024, 15:09:10","00:04:23.1",0.55,622,0.79,508,1.132,,,,,,,,,,,,,,,,,,
"squat",5,4,"150","kgs","< 5.5","primary,backdown","23/03/2024, 15:09:10","00:04:23.1",0.56,642,0.80,512,1.15,,,,,,,,,,,,,,,,,,
"squat",6,1,"150","kgs","< 5.5","primary,backdown","23/03/2024, 15:09:10","00:03:12.6",0.54,580,0.86,449,1.075,,,,,,,,,,,,,,,,,,
"squat",6,2,"150","kgs","< 5.5","primary,backdown","23/03/2024, 15:09:10","00:03:12.6",0.58,623,0.88,505,1.065,,,,,,,,,,,,,,,,,,
"squat",6,3,"150","kgs","< 5.5","primary,backdown","23/03/2024, 15:09:10","00:03:12.6",0.54,638,0.77,522,1.19,,,,,,,,,,,,,,,,,,
"squat",6,4,"150","kgs","< 5.5","primary,backdown","23/03/2024, 15:09:10","00:03:12.6",0.57,677,0.89,565,1.197,,,,,,,,,,,,,,,,,,
"bench",1,1,"120","kgs","< 5.5","primary,warmup","23/03/2024, 15:09:10","00:20:16.9",0.24,215,0.40,160,0.89,,,,,,,,,,,,,,,,,,
"bench",1,2,"120","kgs","< 5.5","primary,warmup","23/03/2024, 15:09:10","00:20:16.9",0.28,213,0.43,120,0.771,,,,,,,,,,,,,,,,,,
"bench",1,3,"120","kgs","< 5.5","primary,warmup","23/03/2024, 15:09:10","00:20:16.9",0.26,232,0.42,156,0.887,,,,,,,,,,,,,,,,,,
"bench",2,1,"140","kgs","7","primary,warmup","23/03/2024, 15:09:10","00:01:10.2",0.21,202,0.30,148,0.953,,,,,,,,,,,,,,,,,,
"bench",3,1,"152.5","kgs","8","primary,lwu","23/03/2024, 15:09:10","00:02:22.1",0.15,220,0.22,172,1.466,,,,,,,,,,,,,,,,,,
"bench",4,1,"160","kgs","","topset,primary","23/03/2024, 15:09:10","00:05:25.4",0.16,225,0.22,151,1.367,,,,,,,,,,,,,,,,,,
"bench",5,1,"125","kgs","6","primary,backdown","23/03/2024, 15:09:10","00:02:55.3",0.23,217,0.38,148,0.937,,,,,,,,,,,,,,,,,,
"bench",5,2,"125","kgs","6","primary,backdown","23/03/2024, 15:09:10","00:02:55.3",0.25,217,0.39,167,0.863,,,,,,,,,,,,,,,,,,
"bench",5,3,"125","kgs","6","primary,backdown","23/03/2024, 15:09:10","00:02:55.3",0.24,203,0.36,140,0.835,,,,,,,,,,,,,,,,,,
"bench",5,4,"125","kgs","6","primary,backdown","23/03/2024, 15:09:10","00:02:55.3",0.23,217,0.32,157,0.953,,,,,,,,,,,,,,,,,,
"bench",6,1,"125","kgs","6","primary,backdown","23/03/2024, 15:09:10","00:03:06.3",0.22,239,0.38,189,1.072,,,,,,,,,,,,,,,,,,
"bench",6,2,"125","kgs","6","primary,backdown","23/03/2024, 15:09:10","00:03:06.3",0.24,215,0.33,169,0.907,,,,,,,,,,,,,,,,,,
"bench",6,3,"125","kgs","6","primary,backdown","23/03/2024, 15:09:10","00:03:06.3",0.27,217,0.37,119,0.807,,,,,,,,,,,,,,,,,,
"bench",6,4,"125","kgs","6","primary,backdown","23/03/2024, 15:09:10","00:03:06.3",0.20,226,0.30,137,1.113,,,,,,,,,,,,,,,,,,
"bench",7,1,"125","kgs","7.5","primary,backdown","23/03/2024, 15:09:10","00:03:13.4",0.20,225,0.29,108,1.149,,,,,,,,,,,,,,,,,,
"bench",7,2,"125","kgs","7.5","primary,backdown","23/03/2024, 15:09:10","00:03:13.4",0.25,226,0.36,140,0.901,,,,,,,,,,,,,,,,,,
"bench",7,3,"125","kgs","7.5","primary,backdown","23/03/2024, 15:09:10","00:03:13.4",0.23,248,0.40,157,1.055,,,,,,,,,,,,,,,,,,
"bench",7,4,"125","kgs","7.5","primary,backdown","23/03/2024, 15:09:10","00:03:13.4",0.24,203,0.37,143,0.846,,,,,,,,,,,,,,,,,,
